EmployeeID,Department,Gender,Age,TenureYears,AnnualSalary,SatisfactionScore,PerformanceRating,OverTime,WorkFromHome,Education,Attrition
EMP9652,Operations,Female,51,14.8,1999000.0,3,2,Yes,No,Bachelor's,No
EMP9653,Marketing,Male,49,1.0,1574000.0,4,1,No,No,Master's,No
EMP9654,Sales,Male,26,2.4,390000.0,3,4,Yes,No,Bachelor's,No
EMP9655,Marketing,Male,22,4.7,1280000.0,1,2,No,No,Bachelor's,No
EMP9656,Finance,Female,50,9.3,640000.0,5,4,Yes,Yes,Bachelor's,Yes
EMP9657,HR,Male,43,9.8,1729000.0,1,1,Yes,No,Master's,No
EMP9658,Finance,Female,22,3.4,635000.0,2,4,No,No,Bachelor's,Yes
EMP9659,Operations,Female,54,6.9,785000.0,3,4,No,No,Master's,No
EMP9660,Marketing,Female,48,6.1,1955000.0,2,3,No,Yes,Bachelor's,No
EMP9661,Marketing,Male,43,6.7,2092000.0,5,4,No,Yes,Bachelor's,No
EMP9662,Customer Support,Female,46,6.4,1991000.0,1,3,No,No,Master's,No
EMP9663,Customer Support,Female,37,7.7,1664000.0,1,3,No,No,Bachelor's,No
EMP9664,HR,Female,37,8.8,1894000.0,4,2,No,Yes,Master's,No
EMP9665,Sales,Male,50,10.4,2057000.0,5,3,No,No,Bachelor's,No
EMP9666,Finance,Male,30,12.6,2029000.0,2,1,No,No,Bachelor's,No
EMP9667,Finance,Female,23,10.8,1080000.0,5,4,Yes,No,Bachelor's,No
EMP9668,Sales,Male,35,14.6,1037000.0,5,3,No,No,Bachelor's,No
EMP9669,Marketing,Male,48,3.1,1185000.0,2,5,No,No,Bachelor's,No
EMP9670,Sales,Female,50,7.8,439000.0,5,4,No,No,Master's,No
EMP9671,Finance,Female,49,1.3,1221000.0,5,1,No,Yes,Master's,No
EMP9672,Finance,Male,53,2.3,2010000.0,2,2,No,Yes,Bachelor's,No
EMP9673,HR,Female,36,8.0,1846000.0,1,4,No,Yes,Master's,No
EMP9674,HR,Female,22,3.2,323000.0,5,5,No,Yes,Master's,No
EMP9675,HR,Male,39,7.0,309000.0,3,2,No,No,Bachelor's,No
EMP9676,Marketing,Female,51,1.5,1825000.0,4,2,No,No,Bachelor's,No
EMP9677,Sales,Male,36,2.6,1085000.0,2,2,Yes,Yes,Master's,Yes
EMP9678,HR,Female,22,7.7,1415000.0,2,3,No,No,Bachelor's,Yes
EMP9679,Engineering,Female,35,9.4,2144000.0,3,5,No,Yes,Bachelor's,No
EMP9680,Customer Support,Female,49,5.8,1765000.0,2,3,Yes,Yes,Bachelor's,No
EMP9681,Marketing,Female,46,9.7,606000.0,3,1,No,Yes,Bachelor's,No
EMP9682,HR,Male,54,6.2,481000.0,2,3,Yes,No,Bachelor's,Yes
EMP9683,Operations,Male,37,8.1,1813000.0,2,1,Yes,Yes,Master's,Yes
EMP9684,Operations,Female,42,14.4,1978000.0,5,3,Yes,No,Diploma,No
EMP9685,Operations,Male,45,4.9,556000.0,4,5,No,No,Bachelor's,Yes
EMP9686,Finance,Male,56,9.9,1294000.0,1,3,No,No,Bachelor's,No
EMP9687,Operations,Female,51,6.2,1543000.0,5,2,No,No,Master's,No
EMP9688,Sales,Female,33,9.9,1742000.0,4,1,No,No,PhD,No
EMP9689,Finance,Female,31,13.2,1437000.0,4,4,Yes,Yes,Bachelor's,No
EMP9690,Operations,Female,26,12.4,2139000.0,2,2,No,No,Master's,No
EMP9691,Engineering,Male,36,8.2,1665000.0,5,1,Yes,No,Master's,No
EMP9692,Engineering,Male,48,12.9,500000.0,5,1,No,Yes,Bachelor's,No
EMP9693,Operations,Male,24,10.3,1463000.0,4,1,No,Yes,Master's,No
EMP9694,Engineering,Female,41,3.4,498000.0,4,4,No,No,Bachelor's,No
EMP9695,Finance,Male,54,8.6,921000.0,4,2,No,No,Bachelor's,No
EMP9696,Operations,Female,49,8.8,896000.0,4,3,Yes,No,Diploma,Yes
EMP9697,Customer Support,Female,48,9.8,921000.0,5,5,No,No,Master's,No
EMP9698,Finance,Male,56,2.4,1392000.0,5,2,No,No,Master's,No
EMP9699,Engineering,Female,27,8.0,1050000.0,3,1,No,Yes,Bachelor's,No
EMP9700,Finance,Male,36,13.8,1586000.0,5,1,No,Yes,PhD,No
EMP9701,Sales,Female,42,14.3,369000.0,3,4,No,No,Master's,No
EMP9702,Sales,Female,50,14.1,1837000.0,4,1,No,No,Bachelor's,No
EMP9703,HR,Male,56,7.4,1370000.0,5,5,No,No,Master's,No
EMP9704,HR,Male,26,1.2,637000.0,5,4,No,No,Master's,No
EMP9705,Customer Support,Female,29,13.8,666000.0,4,2,No,Yes,PhD,Yes
EMP9706,Operations,Male,23,1.8,421000.0,4,5,No,Yes,Bachelor's,No
EMP9707,Customer Support,Female,24,12.3,1648000.0,3,1,Yes,No,Bachelor's,Yes
EMP9708,Customer Support,Female,57,10.1,1085000.0,5,1,No,No,Bachelor's,No
EMP9709,Sales,Male,22,1.3,1357000.0,2,2,No,No,Bachelor's,No
EMP9710,Engineering,Male,21,1.1,812000.0,5,1,No,Yes,Bachelor's,No
EMP9711,Operations,Female,35,14.7,870000.0,5,5,No,No,Bachelor's,No
EMP9712,Finance,Female,32,12.7,1618000.0,4,1,Yes,No,Bachelor's,Yes
EMP9713,Sales,Female,35,1.7,651000.0,2,4,No,No,PhD,No
EMP9714,Operations,Male,34,7.6,1247000.0,3,1,Yes,No,Bachelor's,Yes
EMP9715,Customer Support,Female,43,11.2,1055000.0,4,2,No,No,Bachelor's,No
EMP9716,Engineering,Male,21,14.9,2117000.0,1,2,No,Yes,Bachelor's,No
EMP9717,Marketing,Male,46,3.6,375000.0,4,5,Yes,No,Bachelor's,Yes
EMP9718,Operations,Female,54,7.5,847000.0,5,4,No,No,Bachelor's,No
EMP9719,HR,Male,31,12.3,339000.0,3,5,No,No,Bachelor's,No
EMP9720,Customer Support,Male,22,5.8,1324000.0,4,4,Yes,No,Master's,Yes
EMP9721,Customer Support,Female,42,8.4,1225000.0,4,5,No,No,Master's,No
EMP9722,Finance,Female,35,2.8,990000.0,5,5,Yes,No,Bachelor's,No
EMP9723,HR,Male,28,9.4,1490000.0,2,1,Yes,Yes,Bachelor's,Yes
EMP9724,Operations,Male,24,10.1,1434000.0,2,1,Yes,No,Bachelor's,Yes
EMP9725,HR,Female,38,7.4,1889000.0,2,3,No,Yes,PhD,No
EMP9726,Marketing,Female,29,2.8,962000.0,3,1,No,No,Master's,No
EMP9727,Engineering,Male,22,1.1,995000.0,1,2,Yes,Yes,Bachelor's,Yes
EMP9728,Sales,Male,28,7.2,2097000.0,3,5,No,No,Diploma,No
EMP9729,Operations,Male,24,0.3,999000.0,2,3,No,Yes,Bachelor's,No
EMP9730,Marketing,Male,49,5.9,1820000.0,4,5,Yes,No,Master's,No
EMP9731,Marketing,Female,54,12.4,1509000.0,3,5,Yes,No,Master's,No
EMP9732,HR,Male,45,10.9,2145000.0,1,1,No,No,Master's,Yes
EMP9733,Finance,Male,34,10.8,704000.0,4,4,Yes,No,PhD,No
EMP9734,Marketing,Male,50,1.1,585000.0,3,1,No,No,Master's,No
EMP9735,Marketing,Female,24,9.8,1668000.0,4,5,No,Yes,Bachelor's,No
EMP9736,Customer Support,Female,46,5.4,1475000.0,5,2,No,No,Bachelor's,No
EMP9737,Finance,Female,53,5.9,2106000.0,1,5,No,Yes,Master's,No
EMP9738,HR,Female,51,3.3,1659000.0,2,4,No,No,Master's,No
EMP9739,Customer Support,Female,33,3.8,1607000.0,2,4,No,Yes,PhD,Yes
EMP9740,Marketing,Female,37,6.6,1466000.0,2,2,No,Yes,Master's,No
EMP9741,Marketing,Male,44,2.5,1726000.0,1,4,No,No,Master's,No
EMP9742,Engineering,Male,31,1.8,827000.0,5,4,No,No,Master's,Yes
EMP9743,Customer Support,Female,35,0.4,817000.0,2,3,No,No,Bachelor's,Yes
EMP9744,Engineering,Female,42,5.1,758000.0,5,5,No,Yes,Bachelor's,No
EMP9745,Operations,Male,46,11.6,1083000.0,4,3,No,No,Bachelor's,No
EMP9746,Marketing,Female,34,2.3,1751000.0,3,3,Yes,Yes,Bachelor's,No
EMP9747,Finance,Male,49,11.9,1710000.0,3,4,No,Yes,Bachelor's,No
EMP9748,HR,Male,36,12.5,1034000.0,5,5,No,Yes,Bachelor's,No
EMP9749,HR,Female,48,9.1,1188000.0,4,2,No,Yes,Master's,No
EMP9750,Engineering,Female,21,7.5,1621000.0,3,4,Yes,Yes,Master's,No
EMP9751,Marketing,Male,52,3.9,359000.0,5,3,No,No,Master's,No
EMP9752,Sales,Male,56,12.7,1748000.0,4,3,No,Yes,Bachelor's,No
EMP9753,Marketing,Female,39,9.3,886000.0,1,5,No,No,Bachelor's,No
EMP9754,Sales,Male,47,2.4,1708000.0,5,4,Yes,No,Master's,No
EMP9755,Engineering,Female,32,0.4,1526000.0,1,5,Yes,Yes,Diploma,Yes
EMP9756,Engineering,Male,33,9.2,1859000.0,5,4,Yes,No,Bachelor's,No
EMP9757,Marketing,Male,39,4.9,400000.0,5,1,No,No,Bachelor's,No
EMP9758,HR,Male,43,12.6,2010000.0,1,1,No,Yes,Bachelor's,Yes
EMP9759,Marketing,Female,27,11.1,1852000.0,5,4,Yes,Yes,Master's,No
EMP9760,Finance,Male,26,5.2,698000.0,3,1,Yes,No,Bachelor's,No
EMP9761,Finance,Female,52,6.0,1377000.0,2,1,Yes,No,Bachelor's,Yes
EMP9762,Sales,Female,23,1.6,1361000.0,4,5,No,No,Master's,No
EMP9763,Customer Support,Female,38,9.5,831000.0,4,3,Yes,No,Bachelor's,No
EMP9764,Operations,Male,40,9.0,1685000.0,4,5,Yes,No,Bachelor's,No
EMP9765,HR,Male,28,11.3,1199000.0,4,2,No,No,Bachelor's,No
EMP9766,HR,Female,30,11.4,2020000.0,5,2,No,No,Bachelor's,No
EMP9767,HR,Female,52,5.0,1554000.0,4,1,No,No,Bachelor's,No
EMP9768,Engineering,Female,23,3.2,615000.0,3,4,Yes,No,Bachelor's,Yes
EMP9769,Operations,Male,40,0.8,1199000.0,4,3,No,No,Master's,Yes
EMP9770,Operations,Female,54,6.2,1996000.0,1,2,Yes,No,Master's,No
EMP9771,Customer Support,Male,41,3.0,752000.0,1,2,Yes,No,Master's,No
EMP9772,Engineering,Female,38,6.3,2118000.0,4,3,No,No,Master's,No
EMP9773,Operations,Female,55,0.3,1510000.0,2,2,Yes,Yes,Bachelor's,No
EMP9774,Operations,Male,35,9.4,853000.0,2,4,No,No,Bachelor's,No
EMP9775,Customer Support,Male,30,2.9,602000.0,1,3,Yes,No,Bachelor's,No
EMP9776,Finance,Male,57,14.6,1985000.0,1,4,No,No,Bachelor's,No
EMP9777,Engineering,Female,35,0.6,617000.0,1,4,No,No,Master's,Yes
EMP9778,Finance,Female,22,7.0,662000.0,2,4,No,No,Master's,No
EMP9779,Customer Support,Male,26,6.9,1243000.0,5,4,No,No,Bachelor's,No
EMP9780,Operations,Female,46,13.6,845000.0,4,2,No,Yes,Diploma,No
EMP9781,Operations,Female,56,8.6,1905000.0,3,2,Yes,No,Bachelor's,No
EMP9782,Sales,Female,33,5.2,399000.0,4,4,No,No,Bachelor's,No
EMP9783,Marketing,Male,47,9.1,1509000.0,3,4,No,Yes,Master's,No
EMP9784,Customer Support,Female,25,7.9,1633000.0,4,5,No,Yes,Bachelor's,No
EMP9785,Sales,Male,37,2.6,847000.0,2,4,No,Yes,Bachelor's,No
EMP9786,Marketing,Female,38,12.4,402000.0,4,2,Yes,Yes,Bachelor's,No
EMP9787,HR,Female,26,10.8,1114000.0,3,5,Yes,No,Bachelor's,No
EMP9788,Finance,Female,35,5.0,1543000.0,4,2,No,Yes,Bachelor's,No
EMP9789,HR,Male,40,6.9,1248000.0,5,5,Yes,Yes,Bachelor's,No
EMP9790,Engineering,Female,26,6.9,609000.0,2,4,No,No,Bachelor's,No
EMP9791,Customer Support,Male,38,10.9,562000.0,4,5,No,Yes,Master's,No
EMP9792,Operations,Male,54,9.9,919000.0,5,4,Yes,No,Bachelor's,No
EMP9793,Finance,Male,48,6.6,682000.0,3,2,No,No,Bachelor's,No
EMP9794,Marketing,Female,21,3.8,796000.0,2,3,No,No,Bachelor's,No
EMP9795,HR,Female,54,6.1,1680000.0,4,1,Yes,Yes,PhD,No
EMP9796,Finance,Male,44,5.8,661000.0,2,2,No,Yes,Bachelor's,Yes
EMP9797,Finance,Male,37,3.8,1177000.0,5,2,Yes,No,Master's,No
EMP9798,Customer Support,Male,34,3.0,665000.0,2,1,No,Yes,Diploma,Yes
EMP9799,Engineering,Male,39,3.7,1175000.0,4,4,Yes,No,Bachelor's,No
EMP9800,Sales,Female,28,7.5,824000.0,3,5,Yes,No,Bachelor's,Yes
EMP9801,Marketing,Male,31,14.0,1187000.0,1,4,No,No,Diploma,No
EMP9802,Operations,Female,23,10.9,1688000.0,5,3,No,No,Bachelor's,No
EMP9803,Engineering,Male,35,5.6,1189000.0,1,1,No,No,Master's,No
EMP9804,Operations,Female,42,5.9,1552000.0,3,3,No,Yes,Bachelor's,No
EMP9805,HR,Male,30,8.3,623000.0,2,4,No,Yes,Master's,No
EMP9806,Engineering,Male,56,3.6,549000.0,1,2,No,Yes,Master's,No
EMP9807,Operations,Male,48,7.2,2043000.0,2,4,Yes,No,PhD,No
EMP9808,Marketing,Female,34,8.3,1443000.0,4,1,No,Yes,Master's,No
EMP9809,Sales,Female,55,8.2,1002000.0,2,2,Yes,Yes,Bachelor's,Yes
EMP9810,Sales,Female,46,0.7,504000.0,5,2,Yes,No,Bachelor's,No
EMP9811,Engineering,Female,50,11.1,1879000.0,1,3,No,No,Bachelor's,No
EMP9812,HR,Female,54,6.1,629000.0,4,2,Yes,No,Bachelor's,No
EMP9813,Marketing,Female,38,7.7,1221000.0,5,5,No,No,Master's,No
EMP9814,Engineering,Male,45,9.5,1819000.0,5,4,No,Yes,Master's,No
EMP9815,Operations,Male,36,2.4,1918000.0,4,2,No,Yes,Bachelor's,No
EMP9816,Finance,Male,37,0.5,1840000.0,1,2,No,Yes,Master's,No
EMP9817,Marketing,Female,38,4.9,982000.0,1,5,Yes,No,Bachelor's,Yes
EMP9818,Customer Support,Female,25,13.3,767000.0,1,5,No,No,Bachelor's,No
EMP9819,HR,Female,44,12.5,1482000.0,5,3,Yes,Yes,Bachelor's,No
EMP9820,Engineering,Female,34,7.9,1751000.0,5,4,Yes,Yes,PhD,Yes
EMP9821,Customer Support,Male,29,2.8,1910000.0,1,2,Yes,No,Master's,Yes
EMP9822,Engineering,Male,21,10.0,2106000.0,5,2,No,No,Bachelor's,No
EMP9823,HR,Male,43,12.8,534000.0,4,1,No,Yes,Bachelor's,No
EMP9824,Finance,Female,30,7.0,415000.0,4,4,No,No,Bachelor's,No
EMP9825,Operations,Female,29,4.4,536000.0,2,4,No,No,Master's,Yes
EMP9826,Operations,Female,49,3.3,453000.0,5,2,No,Yes,Bachelor's,No
EMP9827,Sales,Female,35,5.7,2152000.0,2,5,No,No,Bachelor's,No
EMP9828,HR,Female,56,10.3,1372000.0,1,1,No,Yes,Bachelor's,Yes
EMP9829,Sales,Male,22,7.7,1699000.0,3,4,Yes,Yes,PhD,No
EMP9830,Customer Support,Female,57,9.6,1038000.0,2,2,No,No,Bachelor's,Yes
EMP9831,Engineering,Female,47,10.5,1885000.0,2,2,Yes,No,Bachelor's,Yes
EMP9832,Sales,Male,48,0.4,2128000.0,1,3,Yes,No,Bachelor's,Yes
EMP9833,Customer Support,Male,28,11.9,2146000.0,2,4,No,Yes,Bachelor's,No
EMP9834,Customer Support,Male,52,7.1,1113000.0,4,4,Yes,No,Bachelor's,Yes
EMP9835,Finance,Male,55,7.2,311000.0,1,1,No,No,Master's,No
EMP9836,Finance,Female,53,1.1,1742000.0,5,1,No,Yes,Master's,No
EMP9837,Finance,Male,39,2.1,1449000.0,2,5,Yes,No,Master's,Yes
EMP9838,Operations,Female,21,1.3,1109000.0,5,3,Yes,No,PhD,Yes
EMP9839,Sales,Female,41,10.3,835000.0,4,3,No,Yes,Master's,No
EMP9840,Customer Support,Male,34,12.9,1258000.0,3,3,Yes,No,Master's,No
EMP9841,Marketing,Male,47,10.6,1420000.0,2,1,No,Yes,Master's,Yes
EMP9842,Marketing,Male,30,14.9,456000.0,1,4,Yes,Yes,Diploma,No
EMP9843,Finance,Female,50,2.8,1945000.0,5,5,No,No,PhD,No
EMP9844,Sales,Female,44,0.4,414000.0,2,5,No,Yes,Bachelor's,No
EMP9845,Sales,Male,41,5.1,1366000.0,1,4,No,No,Master's,Yes
EMP9846,Sales,Male,41,2.6,366000.0,5,5,Yes,Yes,Bachelor's,No
EMP9847,Finance,Male,54,6.2,975000.0,1,4,No,No,PhD,Yes
EMP9848,Finance,Male,42,4.2,1503000.0,2,4,No,Yes,Master's,No
EMP9849,Customer Support,Female,37,7.5,1106000.0,3,4,No,Yes,Master's,No
EMP9850,HR,Male,56,4.8,1190000.0,3,3,Yes,Yes,Bachelor's,No
EMP9851,Marketing,Male,23,13.5,1702000.0,3,2,No,No,Master's,No
EMP9852,Marketing,Male,24,7.2,1649000.0,1,1,Yes,No,Bachelor's,Yes
EMP9853,Finance,Female,27,0.7,1478000.0,4,3,Yes,No,Bachelor's,Yes
EMP9854,Marketing,Male,35,8.5,1894000.0,3,3,No,No,Master's,No
EMP9855,Operations,Male,57,4.3,398000.0,2,4,No,Yes,Master's,Yes
EMP9856,Engineering,Male,47,6.6,845000.0,1,5,No,No,Master's,No
EMP9857,Operations,Male,31,8.4,923000.0,1,1,Yes,No,PhD,No
EMP9858,HR,Female,38,13.0,1605000.0,1,4,Yes,Yes,Master's,No
EMP9859,Engineering,Female,44,1.2,2101000.0,3,4,No,Yes,Master's,Yes
EMP9860,Operations,Female,32,11.3,1755000.0,2,5,No,No,Bachelor's,No
EMP9861,HR,Female,31,10.2,2174000.0,5,2,No,No,Master's,No
EMP9862,Customer Support,Female,52,5.7,2007000.0,5,3,No,No,Bachelor's,Yes
EMP9863,Finance,Female,44,11.8,1875000.0,2,1,No,Yes,Diploma,No
EMP9864,HR,Male,51,14.7,1200000.0,2,1,No,No,Master's,No
EMP9865,Marketing,Female,44,8.1,306000.0,1,5,Yes,Yes,Bachelor's,Yes
EMP9866,Engineering,Male,31,14.5,567000.0,4,1,Yes,No,PhD,No
EMP9867,Customer Support,Male,22,9.3,685000.0,5,2,Yes,No,Master's,Yes
EMP9868,Marketing,Female,33,3.3,873000.0,5,4,Yes,No,Master's,Yes
EMP9869,Engineering,Female,45,0.8,932000.0,2,5,No,No,Master's,Yes
EMP9870,Marketing,Male,41,8.7,1584000.0,4,3,No,No,Bachelor's,No
EMP9871,Customer Support,Female,39,11.0,648000.0,3,3,Yes,Yes,Master's,No
EMP9872,HR,Female,43,2.7,1283000.0,2,3,Yes,No,Bachelor's,No
EMP9873,HR,Female,26,13.4,588000.0,1,4,Yes,No,Bachelor's,Yes
EMP9874,Operations,Male,47,9.5,1499000.0,2,5,No,Yes,Master's,No
EMP9875,Operations,Female,48,3.2,1950000.0,3,2,No,No,Bachelor's,No
EMP9876,Sales,Female,57,14.9,2107000.0,3,2,No,Yes,Master's,No
EMP9877,Operations,Male,35,9.3,1303000.0,1,4,No,No,Master's,No
EMP9878,Operations,Female,33,2.8,2199000.0,2,4,No,No,Bachelor's,No
EMP9879,HR,Female,39,14.9,1474000.0,4,2,No,No,Bachelor's,No
EMP9880,Operations,Male,52,1.5,654000.0,2,2,No,Yes,Master's,Yes
EMP9881,HR,Male,46,13.5,1483000.0,2,2,No,No,Bachelor's,Yes
EMP9882,Operations,Male,24,0.4,2130000.0,5,2,Yes,Yes,Bachelor's,No
EMP9883,HR,Male,41,8.2,1415000.0,3,2,Yes,No,Bachelor's,No
EMP9884,Sales,Male,23,1.9,742000.0,5,3,No,No,Bachelor's,No
EMP9885,Operations,Female,23,14.6,1904000.0,5,5,No,No,Master's,No
EMP9886,Engineering,Male,29,3.0,1858000.0,5,2,Yes,Yes,Bachelor's,Yes
EMP9887,Marketing,Female,39,5.8,702000.0,1,2,No,No,Bachelor's,No
EMP9888,Marketing,Male,57,10.5,1972000.0,1,5,No,Yes,Bachelor's,No
EMP9889,Finance,Female,49,4.1,595000.0,4,1,Yes,No,Bachelor's,Yes
EMP9890,Engineering,Female,53,8.0,369000.0,4,5,No,No,Bachelor's,No
EMP9891,Marketing,Male,55,11.3,1475000.0,4,1,No,Yes,Master's,Yes
EMP9892,Engineering,Female,22,9.6,941000.0,4,2,No,No,Diploma,No
EMP9893,Operations,Female,50,14.1,1934000.0,5,2,No,Yes,Bachelor's,No
EMP9894,HR,Male,51,0.8,1426000.0,1,3,No,No,Bachelor's,Yes
EMP9895,Finance,Male,43,12.2,1125000.0,3,3,No,No,Bachelor's,No
EMP9896,Finance,Female,24,7.8,954000.0,1,3,Yes,No,Bachelor's,No
EMP9897,Marketing,Male,25,7.3,598000.0,3,1,Yes,Yes,Bachelor's,No
EMP9898,Customer Support,Female,50,11.9,1884000.0,4,5,Yes,No,Master's,Yes
EMP9899,Sales,Female,53,0.3,480000.0,2,1,No,No,Master's,Yes
EMP9900,Marketing,Male,21,7.7,1054000.0,1,3,No,No,Bachelor's,No
EMP9901,Sales,Female,21,7.2,818000.0,1,5,Yes,No,Diploma,Yes
EMP9902,HR,Female,47,13.6,2114000.0,2,5,Yes,No,Master's,No
EMP9903,HR,Female,44,5.2,1889000.0,5,1,No,Yes,Bachelor's,No
EMP9904,Marketing,Male,54,1.6,2082000.0,1,1,No,No,Master's,Yes
EMP9905,Marketing,Female,22,9.5,783000.0,4,4,No,Yes,Master's,No
EMP9906,Finance,Male,31,5.7,1259000.0,2,5,No,Yes,Bachelor's,No
EMP9907,Sales,Female,49,8.5,1700000.0,4,2,Yes,No,Bachelor's,No
EMP9908,Engineering,Male,53,5.9,1393000.0,3,1,No,No,Master's,No
EMP9909,Marketing,Female,22,10.8,756000.0,1,4,No,No,Diploma,No
EMP9910,Operations,Male,54,9.0,476000.0,4,3,No,Yes,Master's,No
EMP9911,Finance,Female,54,13.9,1697000.0,3,4,No,No,Bachelor's,No
EMP9912,Customer Support,Male,53,0.6,1042000.0,4,5,No,Yes,Master's,No
EMP9913,HR,Female,30,14.8,1444000.0,3,3,Yes,No,Master's,No
EMP9914,Engineering,Female,40,11.2,808000.0,4,1,Yes,Yes,Bachelor's,No
EMP9915,Engineering,Female,30,1.9,1298000.0,5,3,No,No,Bachelor's,No
EMP9916,Operations,Female,33,2.1,975000.0,2,1,Yes,No,Master's,Yes
EMP9917,Marketing,Male,37,5.0,553000.0,1,1,No,Yes,Diploma,Yes
EMP9918,Operations,Female,57,11.2,1044000.0,5,5,No,No,Bachelor's,No
EMP9919,Engineering,Male,35,7.1,540000.0,1,3,No,No,Diploma,No
EMP9920,Customer Support,Male,40,1.8,326000.0,5,3,Yes,Yes,Diploma,No
EMP9921,Sales,Female,40,11.9,1510000.0,3,1,Yes,No,Master's,No
EMP9922,HR,Female,55,4.6,1643000.0,3,4,No,No,Bachelor's,No
EMP9923,Operations,Female,47,3.1,1338000.0,3,3,Yes,No,Bachelor's,No
EMP9924,Engineering,Male,24,3.3,599000.0,3,4,No,No,Diploma,No
EMP9925,Sales,Male,27,5.9,642000.0,5,1,Yes,No,Master's,No
EMP9926,Finance,Female,43,12.6,1993000.0,4,5,No,Yes,Bachelor's,No
EMP9927,Sales,Female,57,4.7,1824000.0,4,2,No,No,Bachelor's,No
EMP9928,Finance,Male,54,12.2,1526000.0,2,2,No,Yes,Bachelor's,No
EMP9929,Marketing,Female,54,13.2,421000.0,4,3,No,No,Bachelor's,No
EMP9930,Customer Support,Female,24,1.8,1420000.0,5,3,No,Yes,PhD,No
EMP9931,Sales,Female,34,3.6,1023000.0,1,1,No,No,Master's,Yes
EMP9932,Marketing,Female,43,13.7,2051000.0,3,2,No,Yes,Bachelor's,No
EMP9933,Sales,Female,27,11.5,1601000.0,4,4,No,No,Diploma,No
EMP9934,Customer Support,Male,41,14.8,650000.0,4,4,No,No,Master's,No
EMP9935,HR,Female,57,1.7,1117000.0,1,4,Yes,No,Bachelor's,Yes
EMP9936,Operations,Male,34,0.3,1789000.0,5,2,No,Yes,Master's,No
EMP9937,Marketing,Female,29,14.9,1143000.0,3,3,Yes,No,Master's,No
EMP9938,Operations,Male,26,7.4,432000.0,3,3,No,Yes,Master's,No
EMP9939,Finance,Female,56,5.1,809000.0,1,3,No,Yes,Master's,No
EMP9940,Marketing,Female,42,9.0,379000.0,4,4,No,Yes,Bachelor's,No
EMP9941,Finance,Female,24,12.5,2085000.0,3,4,Yes,Yes,Bachelor's,No
EMP9942,Sales,Female,49,11.2,388000.0,2,3,Yes,No,Bachelor's,No
EMP9943,Sales,Male,48,10.6,847000.0,4,5,No,Yes,Bachelor's,No
EMP9944,HR,Female,50,11.2,2136000.0,1,2,No,No,Bachelor's,No
EMP9945,Sales,Male,35,7.6,1693000.0,1,5,No,Yes,Master's,No
EMP9946,Marketing,Female,40,13.9,1740000.0,1,5,No,Yes,Bachelor's,No
EMP9947,Operations,Female,48,13.5,2190000.0,3,4,Yes,No,Bachelor's,No
EMP9948,Customer Support,Male,23,3.5,1278000.0,1,1,No,Yes,Bachelor's,No
EMP9949,Operations,Female,49,14.8,561000.0,2,4,Yes,Yes,Master's,No
EMP9950,Customer Support,Female,38,10.2,1115000.0,1,2,No,No,Master's,No
EMP9951,Engineering,Male,43,4.3,974000.0,1,2,Yes,Yes,Master's,No
EMP9952,Engineering,Female,36,2.5,1539000.0,1,3,Yes,Yes,Master's,Yes
EMP9953,HR,Male,32,3.0,2018000.0,3,2,Yes,No,Bachelor's,No
EMP9954,Customer Support,Female,35,10.8,2168000.0,2,2,No,Yes,Master's,No
EMP9955,HR,Male,28,7.8,1855000.0,5,3,Yes,No,Master's,Yes
EMP9956,Sales,Male,24,3.6,1681000.0,3,5,Yes,Yes,Master's,No
EMP9957,Engineering,Male,44,11.4,1357000.0,2,1,No,No,Bachelor's,No
EMP9958,Marketing,Female,53,9.5,1309000.0,1,3,No,Yes,Master's,No
EMP9959,Marketing,Male,42,7.4,685000.0,3,4,Yes,No,Bachelor's,Yes
EMP9960,Engineering,Female,24,7.4,827000.0,3,2,No,Yes,Master's,No
EMP9961,Marketing,Female,28,7.3,420000.0,5,3,Yes,Yes,Bachelor's,No
EMP9962,Operations,Female,50,1.0,1313000.0,2,1,Yes,Yes,Bachelor's,No
EMP9963,Operations,Male,34,1.6,905000.0,5,3,No,No,Master's,No
EMP9964,HR,Male,39,13.7,839000.0,1,3,Yes,No,Diploma,No
EMP9965,HR,Male,55,8.1,450000.0,4,3,No,No,Bachelor's,No
EMP9966,HR,Male,41,12.6,705000.0,5,1,Yes,Yes,Bachelor's,No
EMP9967,Customer Support,Female,56,7.0,1597000.0,3,5,No,No,Diploma,No
EMP9968,Sales,Female,49,3.1,1015000.0,2,5,Yes,No,Bachelor's,Yes
EMP9969,Marketing,Female,34,2.8,344000.0,5,4,Yes,Yes,Bachelor's,Yes
EMP9970,Engineering,Female,34,11.4,2047000.0,3,2,No,No,Master's,No
EMP9971,Engineering,Male,30,11.7,395000.0,4,5,No,No,Master's,No
EMP9972,Customer Support,Female,30,6.9,1492000.0,5,2,Yes,Yes,Bachelor's,No
EMP9973,Finance,Male,50,14.2,845000.0,2,1,No,Yes,Master's,No
EMP9974,Marketing,Female,28,5.3,1660000.0,1,2,No,No,Bachelor's,No
EMP9975,Marketing,Male,28,2.3,996000.0,3,1,No,No,Bachelor's,No
EMP9976,Sales,Male,32,7.4,1454000.0,4,5,No,Yes,PhD,No
EMP9977,HR,Female,21,9.0,2096000.0,1,3,Yes,Yes,Bachelor's,No
